Station Names,Station Codes,Latitude,Longitude
HARWADA,HAA,14.7402° N,74.2593° E
HASANABAD,HNB,22.5745° N,88.9174° E
HASANPARTI RD,HSP,18.0785° N,79.5023° E
HASANPUR ROAD,HPO,25.7148° N,86.1859° E
HASIMARA,HSA,26.7309° N,89.3506° E
HASSAN,HAS,13.0033° N,76.1004° E
HASTAVARAMU,HAQ,null,null
HATHBANDH,HN,21.6301° N,81.8525° E
HATHIDAH JN,HTZ,25.3660° N,85.9874° E
HATHIDAH UPPER,HTZU,25.3675° N,85.9887° E
HATHIGADH,HTGR,21.5777° N,71.4292° E
HATHRAS CITY,HTC,27.5981° N,78.0492° E
HATHRAS JN,HRS,27.5981° N,78.0492° E
HATHRAS ROAD,HTJ,27.6232° N,78.1398° E
HATHUA,HTW,26.3631° N,84.3039° E
HATHURAN,HAT,21.4983° N,72.9682° E
HATIA,HTE,23.2856° N,85.3059° E
HATIBARI,HATB,20.8824° N,85.9637° E
HATIKHALI,HTL,26.1165° N,92.9363° E
HATKANAGALE,HTK,16.7494° N,74.4274° E
HATPURAINI,HPLE,25.0809° N,86.9981° E
HATRA ROAD,HTT,21.7061° N,80.2079° E
HATUNDI,HTD,26.8484° N,73.1556° E
HATWAR,HWR,26.0444° N,87.8928° E
HAUR,HAUR,22.3657° N,87.6549° E
HAUSNAGAR,HSM,13.9154° N,75.0640° E
HAVERI,HVR,14.7951° N,75.3991° E
HAZARIBAGH RD,HZD,24.1745° N,85.8916° E
HAZARIBAGH TOWN,HZBN,23.9933° N,85.3620° E
HAZRATHPUR HLT,HZH,null,null
HBL NAGAR,HBLN,17.1338° N,78.2738° E
HEBBAL,HEB,13.0354° N,77.5988° E
HEBSUR,HBS,15.4514° N,75.3019° E
HEGGERE H,HEI,null,null
HEJJALA,HJL,12.8559° N,77.4169° E
HELAK,HK,27.2307° N,77.3812° E
HELEM,HML,26.8547° N,93.4650° E
HEMAGIRI,HGR,13.4688° N,76.1357° E
HEMPUR,HMP,27.6190° N,80.5723° E
HENDEGIR,HNDR,23.6970° N,85.1661° E
HENRYA P H,HEN,21.9716° N,87.7942° E
HER,HER,20.5937° N,78.9629° E
HETAMPUR,HET,23.7779° N,87.3991° E
HGRIBOMANAHALLI,HBI,15.0456° N,76.2074° E
HIJLI,HIJ,22.3200° N,87.3191° E
HILARA,HLX,24.9227° N,92.5861° E
HILLIGROVE,HLG,null,null
HILSA,HIL,25.3189° N,85.2832° E
HIMAYATNAGAR,HEM,17.4021° N,78.4840° E
HIMMATANA,HMI,30.4533° N,75.8627° E
HIMMATNAGAR,HMT,23.5969° N,72.9630° E
HIMMATPURA,HMQ,30.5289° N,75.3616° E
HINAUTARAMBAN,HNM,null,null
HIND,HIND,20.5937° N,78.9629° E
HIND MOTOR,HMZ,22.6858° N,88.3361° E
HINDAUN CITY,HAN,26.7341° N,77.0297° E
HINDOL ROAD,HND,null,null
HINDUPUR,HUP,13.8223° N,77.5009° E
HINGANGHAT,HGT,20.5517° N,78.8418° E
HINGOLI DECCAN,HNL,19.7268° N,77.1476° E
HIRA NAGAR,HRNR,32.4556° N,75.2728° E
HIRAKUD,HKG,21.5367° N,83.8950° E
HIRANGAON,HNG,27.1759° N,78.3259° E
HIRAPUR,HPR,23.8006° N,86.4434° E
HIRDAGARH,HRG,22.1349° N,78.4724° E
HIRDAMALI,HDM,21.3730° N,80.2042° E
HIRE SHELLIKERI,HESK,16.1477° N,75.5451° E
HIREHALI,HHL,13.2718° N,77.1801° E
HIRENANDURU,HQR,17.2583° N,76.8721° E
HIRISAVE,HISE,12.9528° N,76.5748° E
HIRNAWALI,HLW,29.7087° N,74.2487° E
HIRNODA,HDA,26.8767° N,75.3354° E
HIRODIH,HRE,24.3846° N,85.5908° E
HISAR,HSR,29.1492° N,75.7217° E
HISVAHAL,HSL,20.2819° N,74.5624° E
HITNAL,HTNL,15.3310° N,76.3128° E
HIWARKHED,HKR,21.1313° N,76.8579° E
HODAL,HDL,27.8976° N,77.3841° E
HOGLA,HGA,22.2505° N,88.4561° E
HOJAI,HJI,26.0017° N,92.8477° E
HOL,HOL,18.1053° N,74.3529° E
HOLALKERE,HLK,14.0541° N,76.1958° E
HOLAMBI KALAN,HUK,28.8093° N,77.0986° E
HOLE ALUR,HLAR,15.8082° N,75.6528° E
HOLE NARSIPUR,HLN,12.7849° N,76.2436° E
HOMBAL,HBL,15.5158° N,75.5597° E
HONAGANAHALLI,HOH,12.5264° N,76.5922° E
HONNAVALLI RD,HVL,null,null
HONNAVAR,HNA,14.2798° N,74.4439° E
HOOGHLY,HGY,22.8963° N,88.2461° E
HOOGHLY GHAT,HYG,22.9048° N,88.3964° E
HOSA AGRAHARA,HAH,12.5701° N,76.3618° E
HOSAPETE JN,HPT,null,null
HOSDURGA ROAD,HSD,13.8627° N,76.1332° E
HOSHANGABAD,HBD,22.7439° N,77.7359° E
HOSHIARPUR,HSX,31.5143° N,75.9115° E
HOSUR,HSRA,12.7409° N,77.8253° E
HOTAR,HT,22.3074° N,88.3979° E
HOTGI,HG,17.5617° N,75.9870° E
HOWBADH JABLPUR,HBG,23.1556° N,79.9313° E
HOWRAH JN,HWH,22.5834° N,88.3429° E
HRIDAYPUR,HHR,22.7102° N,88.4675° E
HRSCHNDRAPURAM,HCM,18.4691° N,84.1343° E
HUBBALLI JN,UBL,15.3501° N,75.1493° E
HUDUKULA,HUD,13.0724° N,78.1542° E
HUGRAJULI,HJLI,26.8093° N,92.3789° E
HULKOTI,LKT,15.4184° N,75.5416° E
HUMMA,HMA,19.4292° N,85.0740° E
HUMNABAD,HMBD,17.7683° N,77.1313° E
HUNSENAHALLI,HUN,12.3761° N,77.5942° E
HUNSIHADGIL,HHD,17.3430° N,76.6701° E
HUPPUGUDA,HPG,17.3379° N,78.4855° E
HUSAINIWALA,HSW,30.9977° N,74.5472° E
HUSAINPUR,HSQ,28.7336° N,79.8941° E
HYDERABAD DECAN,HYB,17.3925° N,78.4676° E
IB,IB,null,null
IBRAHIMPUR,IMR,31.0140° N,76.0769° E
ICHAULI,ICL,25.5707° N,80.1443° E
ICHCHPURAM,IPM,19.1153° N,84.6852° E
ICHHAPUR,IP,22.8052° N,88.3652° E
IDALHOND,IDJ,15.6999° N,74.5082° E
IDAPLLI,IPL,10.1004° N,76.3570° E
IDAR,IDAR,23.8395° N,73.0006° E
IDGAH AGRA JN,IDH,null,null
IGATPURI,IGP,19.6963° N,73.5611° E
IKDORI,IKD,26.0544° N,76.9516° E
IKKAR,IKK,29.8915° N,78.1003° E
IKLEHRA,IKR,23.1531° N,76.3956° E
IKRA JN,IKRA,null,null
IKRAN,IK,null,null
ILAVELANGAL,IVL,8.9392° N,77.8653° E
ILLOO,ILO,23.3181° N,85.8655° E
IMLI,IMLI,null,null
INCHHAPURI,IHP,28.3116° N,76.7217° E
INDALVAI,IDL,18.5378° N,78.2191° E
INDAPUR,INP,18.1187° N,75.0234° E
INDARA JN,IAA,25.9874° N,83.6187° E
INDARGARH,IDGH,25.7373° N,76.1895° E
INDARGARH,IDG,25.7373° N,76.1895° E
INDAS,INS,23.1504° N,87.6318° E
INDEMAU,IDM,null,null
INDI ROAD,IDR,17.2115° N,75.9187° E
INDIRA NAGAR,INDR,12.9784° N,77.6408° E
INDORE JN BG,INDB,22.7171° N,75.8683° E
INDORE JN MG,INDM,null,null
INDRABIL,IBL,23.4431° N,86.7831° E
INDUPALLI,IDP,16.4738° N,80.8738° E
INGOHTA,IGTA,25.7600° N,80.1066° E
INGUR,IGR,null,null
INTEKANNE,INK,17.7282° N,79.8612° E
INTIYATHOK,ITE,27.2899° N,82.0271° E
IPPAGUDA,IPG,17.7673° N,79.3771° E
IPURUPALEM,IPPM,15.8512° N,80.3840° E
IQBAL GADH,IQG,24.3484° N,72.5338° E
IQBALPUR,IQB,22.5352° N,88.3227° E
IRADATGANJ,IDGJ,25.3263° N,81.8252° E
IRANAGALLU,EGU,15.8926° N,77.2637° E
IRAVIPURAM,IRP,8.8596° N,76.6196° E
IRGAON,IRN,28.4595° N,77.0266° E
IRINGAL,IGL,11.5537° N,75.6033° E
IRINJALAKUDA,IJK,10.3469° N,76.2074° E
IRUGUR,IGU,11.0209° N,77.0651° E
ISAND,EN,23.2849° N,72.4894° E
ISARDA,ISA,26.1707° N,76.0298° E
ISARWARA,ISH,23.9295° N,78.5477° E
ISHANAGAR,ISHN,24.8528° N,79.4085° E
ISHARDASPUR,IDS,null,null
ISIVI,ESV,15.6576° N,77.2297° E
ISLAMPUR,IPR,26.2554° N,88.2009° E
ISMAILA HARYANA,ISM,28.7929° N,76.7380° E
ISMAILPUR,IMGE,28.4974° N,77.3304° E
ISRANA,IRA,29.2770° N,76.8519° E
ITARSI JN,ET,22.6085° N,77.7671° E
ITAUNJA,IJ,27.0808° N,80.8959° E
ITEHAR,AAH,26.5619° N,78.6719° E
ITIKYALA,IKI,18.9219° N,78.7774° E
ITKY,ITKY,23.3483° N,85.1220° E
ITOLA,ITA,22.1546° N,73.1556° E
ITWARI,ITR,21.1539° N,79.1111° E
IZZATNAGAR,IZN,28.4026° N,79.4245° E
JAABUGAM,JBU,null,null
JABALPUR,JBP,23.1815° N,79.9864° E
JABBALGUDDA,JBGD,15.4219° N,76.3695° E
JABLI,JBL,30.8766° N,76.9953° E
JABRI,JBX,23.2934° N,76.8905° E
JADABPUR,JDP,22.4955° N,88.3709° E
JADAR,JADR,23.7456° N,72.9446° E
JADCHERLA,JCL,16.7630° N,78.1443° E
JAFARGANJ,JFG,25.9160° N,80.5015° E
JAGADHRI,JUD,30.1647° N,77.2979° E
JAGADHRI WSHOP,JUDW,30.1354° N,77.2423° E
JAGADISHPUR,JGD,22.6542° N,88.2887° E
JAGANNATHPUR,JNP,22.2190° N,85.6409° E
JAGATBELA,JTB,26.7712° N,83.2707° E
JAGDALPUR,JDB,19.0854° N,82.0183° E
JAGDEVWALA,JDL,28.3065° N,73.4689° E
JAGESHARGANJ,JGJ,26.0262° N,81.9282° E
JAGI ROAD,JID,26.1259° N,92.2009° E
JAGRAON,JGN,30.7923° N,75.4670° E
JAGUDAN,JDN,23.5177° N,72.4125° E
JAHANBAD COURT,JHDC,null,null
JAHANGIRABAD RJ,JBR,null,null
JAHANIKHERA,JKH,27.7348° N,80.2642° E
JAI JAI WANTI,JJT,29.1703° N,76.3768° E
JAI SAMAND ROAD,JYM,null,null
JAICHOLI,JCU,27.1306° N,77.4085° E
JAIJON DOABA,JJJ,31.3515° N,76.1479° E
JAIMURTINAGAR,JMM,26.8353° N,85.0719° E
JAINTIPURA,JNT,21.7547° N,70.6180° E
JAIPUR,JP,26.9124° N,75.7873° E
JAIRAMNAGAR,JRMG,22.0318° N,82.2950° E
JAIS,JAIS,26.2661° N,81.5473° E
JAISALMER,JSM,26.9157° N,70.9083° E
JAISINGDER,JSD,25.7558° N,70.3594° E
JAITHARI,JTI,23.0414° N,81.7978° E
JAITIPUR,JTU,26.6810° N,80.6951° E
JAITPUR KALAN,JTKN,26.8092° N,78.7193° E
JAITPURA,JATP,26.9396° N,75.2902° E
JAITSAR,JES,26.5925° N,72.2186° E
JAITWAR,JTW,24.7394° N,80.8668° E
JAJAN PATTI,JJA,27.3551° N,77.5741° E
JAJAU,JJ,26.9432° N,77.9410° E
JAJIWAL,JWL,26.3676° N,73.2224° E
JAJPUR K ROAD,JJKR,20.9438° N,86.1329° E
JAKANUR,JAK,16.5208° N,75.3886° E
JAKHAL JN,JHL,null,null
JAKHALABANDHA,JKB,26.5708° N,93.0026° E
JAKHALAUN,JLN,24.5473° N,78.3419° E
JAKHANIAN,JKN,25.7458° N,83.3709° E
JAKHAPURA,JKPR,20.9163° N,86.0646° E
JAKHAURA,JHA,null,null
JAKHODLKHERA,JKHI,null,null
JAKHVADA,JKA,23.0844° N,72.1553° E
JAKKALACHERUVU,JKO,15.1287° N,77.7338° E
JAKLAIR,JKAR,16.5570° N,77.6021° E
JAKOLARI,JK,32.2188° N,75.5456° E
JAKPUR,JPR,26.9124° N,75.7873° E
JAKSI,JKS,23.1929° N,72.0794° E
JALALGANJ,JLL,25.6125° N,82.7725° E
JALALGARH,JAG,25.9437° N,87.5346° E
JALALPUR,JGP,26.3093° N,82.7374° E
JALALPUR DHAI,JPD,26.0089° N,81.1444° E
JALAMB JN,JM,null,null
JALANDHAR CANT,JRC,31.2885° N,75.6203° E
JALANDHAR CITY,JUC,31.3260° N,75.5762° E
JALESAR CITY,JSC,27.4715° N,78.3102° E
JALESAR ROAD,JLS,27.4509° N,78.1707° E
JALESWAR,JER,21.8039° N,87.2270° E
JALGAON JN,JL,null,null
JALILA ROAD,JIL,22.2428° N,71.8018° E
JALINDRI,JNRI,25.2855° N,75.3587° E
JALIYA,JA,21.5513° N,71.0602° E
JALIYA DEVANI,JALD,22.4192° N,70.4015° E
JALIYA MATH,JLM,23.1657° N,72.8168° E
JALLALABD,JBD,30.6050° N,74.2558° E
JALNA,J,19.8347° N,75.8816° E
JALOR,JOR,25.1257° N,72.1416° E
JALPAIGURI,JPG,26.5215° N,88.7196° E
JALPAIGURI ROAD,JPE,26.5592° N,88.7092° E
JALPUR,JLQ,23.1815° N,79.9864° E
JALSU,JAC,27.1119° N,75.6295° E
JALSU NANAK,JACN,26.8597° N,74.2304° E
JAM JODHPUR JN,JDH,null,null
JAM WANTHALI,WTJ,22.4339° N,70.3257° E
JAMA,JAMA,28.6507° N,77.2334° E
JAMADOBU,JBO,23.7159° N,86.4137° E
JAMAI OSMANIA,JOO,17.4180° N,78.5273° E
JAMALPUR JN,JMP,25.3149° N,86.4929° E
JAMBARA,JMV,21.7833° N,78.1963° E
JAMBUR,JBB,21.0285° N,70.6057° E
JAMBUSAR,JMB,22.0533° N,72.8013° E
JAMBUSAR CITY,JMBC,22.0533° N,72.8013° E
JAMDHA,JMD,22.4155° N,77.8010° E
JAMGA,JMG,17.4442° N,76.7971° E
JAMGAON P H,JGZ,null,null
JAMGURI,JMI,26.6911° N,91.5572° E
JAMIKUNTA,JMKT,18.2891° N,79.4739° E
JAMIRGHATA,JMQ,24.9168° N,88.0679° E
JAMMALAMADUGU,JMDG,14.8474° N,78.3899° E
JAMMU TAWI,JAT,null,null
JAMNAGAR,JAM,22.4707° N,70.0577° E
JAMNER,JMNR,20.8096° N,75.7787° E
JAMSAR,JMS,28.2567° N,73.3989° E
JAMSHER KHAS,JME,31.2415° N,75.6266° E
JAMTARA,JMT,23.9505° N,86.8170° E
JAMUAWAN,JMN,25.0562° N,85.1603° E
JAMUI,JMU,24.7647° N,86.3377° E
JAMUNAMUKH,JMK,26.1070° N,92.7456° E
JAMUNI,JMX,null,null
JAMUNIA KALAN,JMKL,21.7484° N,76.6543° E
JAMURIA,JMA,23.7061° N,87.0774° E
JAMWALA,JVL,20.9823° N,70.7689° E
JANAI ROAD,JOX,null,null
JANAKINAGAR,JNKR,23.7878° N,88.2692° E
JANAKPUR ROAD,JNR,26.4567° N,85.7013° E
JANDIALA,JNL,31.1617° N,75.6150° E
JANDOKE,JDK,30.5913° N,74.6122° E
JANDRAPETA,JAQ,15.8065° N,80.3269° E
JANDWALA KHARTA,JWKA,30.3608° N,74.0374° E
JANGAON,ZN,17.7227° N,79.1518° E
JANGHAI JN,JNH,null,null
JANGIGANJ,JGG,25.3039° N,82.3747° E
JANGIPUR ROAD,JRLE,24.4593° N,88.0410° E
JANIYANA,JNE,25.8250° N,72.3426° E
JANJGIR NAILA,NIA,22.0193° N,82.5700° E
JANKAMPET JN,JKM,null,null
JANKIDAIPUR,JKDP,19.8894° N,85.8192° E
JANUNIATNA,JNN,null,null
JANWAL,JOA,19.3063° N,73.1401° E
JAORA,JAO,23.6349° N,75.1228° E
JAPLA,JPL,24.5328° N,83.9982° E
JARAIKELA,JRA,22.3097° N,85.0675° E
JARANDESHWAR,JSV,17.7504° N,74.0772° E
JARANGDIH,JAN,null,null
JARAUNA,JUA,25.5567° N,82.3999° E
JARGAON,JRJ,30.7923° N,75.4670° E
JARI,JARI,31.9995° N,77.2477° E
JARIAGARH,JGX,23.0403° N,85.0063° E
JAROD,JD,22.4377° N,73.3340° E
JAROLI,JRLI,21.9526° N,85.4193° E
JARTI,JRT,22.0998° N,81.2592° E
JARUDA NARAA,JDW,null,null
JARWA,JAW,23.8224° N,85.4363° E
JARWAL ROAD,JLD,27.1215° N,81.5459° E
JASAI,JSA,18.9325° N,73.0189° E
JASALI,JSI,24.1541° N,71.9075° E
JASDAN,JAS,22.0356° N,71.2018° E
JASIA,JSS,null,null
JASIDIH JN,JSME,null,null
JASODA,JDA,null,null
JASPALON,JSPN,30.7860° N,76.0820° E
JASRA,JSR,25.2817° N,81.7767° E
JASSOWAL,JSL,30.7936° N,75.5990° E
JASWANTGARH,JSH,27.6524° N,74.4584° E
JASWANTNAGAR,JGR,26.8819° N,78.9060° E
JATAULA SAMPHKA,JSKA,null,null
JATH ROAD,JTRD,17.2178° N,75.1113° E
JATINGA,JTG,25.1331° N,93.0188° E
JATINGA LUMPUR,JGLP,25.1111° N,92.9495° E
JATKANHAR,JTR,21.1868° N,80.8118° E
JATPIPLI,JTX,23.0762° N,71.7025° E
JATUSANA,JTS,28.3323° N,76.5393° E
JATWARA,JW,27.1159° N,76.8526° E
JAUGRAM,JRAE,23.0962° N,88.0814° E
JAULKA,JUK,20.2972° N,77.0773° E
JAULKHERA,JKR,21.8394° N,78.2206° E
JAUNPUR CITY,JOP,25.7496° N,82.6926° E
JAUNPUR JN,JNU,25.7614° N,82.6993° E
JAVALE,JVA,18.9898° N,74.0550° E
JAWAD ROAD,JWO,24.5586° N,74.7652° E
JAWAHARNAGAR,JWNR,17.5098° N,78.5647° E
JAWAI BANDH,JWB,25.1170° N,73.1438° E
JAWALI,JAL,32.1458° N,76.0115° E
JAWANWALA SHAHR,JWLS,32.1436° N,76.0034° E
JAWLMUKHI ROAD,JMKR,32.0160° N,76.2267° E
JAYASINGPUR,JSP,16.7787° N,74.5544° E
JAYNAGAR,JYG,26.5884° N,86.1370° E
JAYNGR MAJLIPUR,JNM,22.1742° N,88.4234° E
JEHANABAD,JHD,25.2133° N,84.9853° E
JEJURI,JJR,18.2781° N,74.1612° E
JEKOT,JKT,null,null
JENAPUR,JEN,20.8571° N,86.0752° E
JEONARA P H,JONR,null,null
JEONATHPUR,JEP,25.2322° N,83.0625° E
JERTHI DADHIA,JDD,27.7305° N,75.2007° E
JERUWA KHERA,JRK,23.9741° N,78.4802° E
JETALSAR JN,JLR,null,null
JETALVAD,JTV,21.3397° N,70.8298° E
JETHA CHNDAN,JCH,27.0000° N,71.3065° E
JETHA P H,JDDA,null,null
JETHI,JTY,24.3160° N,72.5146° E
JETHUKE,JHK,30.2892° N,75.3223° E
JETPUR,JTP,21.7547° N,70.6180° E
JEUR,JEUR,18.2602° N,75.1633° E
JEYPORE,JYP,18.8606° N,82.5510° E
JGMBLA KSHNPRM,JBK,null,null
JGNTH TMPL GTE,JGE,null,null
JHABELWALI,JBW,30.5129° N,74.6004° E
JHADUPUDI,JPI,19.0205° N,84.6113° E
JHAGADIYA JN,JGI,21.7191° N,73.1498° E
JHAJHA,JAJ,24.7745° N,86.3757° E
JHAJHPOR,ZR,20.8341° N,86.3326° E
JHAJJAR,JHJ,28.6055° N,76.6538° E
JHALAWAR CITY,JLWC,24.5973° N,76.1610° E
JHALAWAR ROAD,JHW,24.5406° N,75.9209° E
JHALIDA,JAA,23.3283° N,86.2336° E
JHALRA,JHH,25.6407° N,74.2355° E
JHALRAPATAN,JAPN,24.5403° N,76.1726° E
JHALWARA,JLW,24.5973° N,76.1610° E
JHAMAT,JLT,30.9049° N,75.7448° E
JHANJHARPUR,JJP,26.2620° N,86.2769° E
JHANSI C B,JCO,25.4223° N,78.5718° E
JHANSI JN,JHS,25.4444° N,78.5535° E
JHANTIPAHARI,JPH,23.3535° N,86.9051° E
JHAPANDANGA,JPQ,23.0635° N,88.0912° E
JHAPATER DHAL,JTL,23.3671° N,87.7498° E
JHAR,JHAR,23.6102° N,85.2799° E
JHAREDA,JREA,27.5011° N,76.6961° E
JHAREKAPUR,JKP,null,null
JHARGRAM,JGM,22.4550° N,86.9974° E
JHARIA,JRI,23.7426° N,86.4111° E
JHARILI,JRL,28.4996° N,76.3825° E
JHARKHANDI,JKNI,23.6102° N,85.2799° E
JHAROKHAS,JRQ,null,null
JHAROLA,ZAR,24.3592° N,73.5314° E
JHARRADIH,JDI,null,null
JHARSUGUDA JN,JSG,null,null
JHARSUGUDA ROAD,JSGR,null,null
JHARWASAA,JWS,26.2021° N,74.7205° E
JHAUA,JAU,22.7697° N,74.5921° E
JHAWAR,JHWR,31.9971° N,75.3842° E
JHILAHI,JLHI,27.0647° N,82.1911° E
JHILMILI,JLY,22.0451° N,79.1534° E
JHILO,JLLO,24.0531° N,82.8883° E
JHIMRI,JHMR,23.0688° N,86.0759° E
JHINGURA,JHG,27.5129° N,78.0759° E
JHINJHAK,JJK,26.5613° N,79.7363° E
JHINKPANI,JNK,22.4112° N,85.7657° E
JHIR,JHIR,24.5832° N,77.3597° E
JHITKIA,JTK,25.9590° N,87.8582° E
JHOKTAHAL SING,JTH,null,null
JHULASAN,JUL,23.3293° N,72.4746° E
JHUND,JN,26.7446° N,75.5306° E
JHUNJHUNUN,JJN,28.1317° N,75.4022° E
JHUNPA,JUP,28.7732° N,75.5284° E
JHUSI,JI,25.4290° N,81.9140° E
JIAGANJ,JJG,24.2441° N,88.2680° E
JIBANTI,JVT,24.0862° N,88.1676° E
JIGNA,JIA,24.2854° N,81.2271° E
JIGNI KHAS,JGKS,25.8026° N,84.0066° E
JIMIDIPETA,JMPT,19.0440° N,83.4260° E
JIND CITY,JCY,29.3255° N,76.2998° E
JIND JN,JIND,null,null
JINTI ROAD,JNTR,18.3249° N,74.8776° E
JIRA ROAD,JIR,21.4504° N,71.3454° E
JIRADEI,ZRDE,26.1944° N,84.2582° E
JIRANIA,JRNA,23.8132° N,91.4362° E
JIRAT,JIT,23.0980° N,88.4622° E
JIRON,JRO,24.5976° N,78.3444° E
JIRONA,JXN,19.3882° N,77.9425° E
JIRWAN,JRWN,21.6882° N,76.5084° E
JITAKHERI,JKZ,29.0138° N,75.9971° E
JITE,JITE,18.8200° N,73.0869° E
JITODA,JEO,23.7310° N,72.1357° E
JIWA ARAIN,JWN,30.6928° N,74.3228° E
JIWDHARA,JDR,26.5777° N,84.9083° E
JIYAPURAM,JPM,10.8734° N,78.6044° E
JLALPR PANWARA,JPP,null,null
JMLPR SHAIKHAN,JPS,null,null
JMTPUR BAHARAN,JHBN,23.7444° N,88.0967° E
JMTRA PARASWARA,JPV,23.1045° N,79.9568° E
JNPUR KUTCHERRY,JNUK,25.7381° N,82.6923° E
JO JAGABOR,JO,23.7400° N,73.4536° E
JOBA,JOBA,null,null
JODHKA,JOK,29.4965° N,75.2218° E
JODHPUR CANTT,JUCT,26.3114° N,73.0885° E
JODHPUR JN,JU,26.2838° N,73.0226° E
JOGAL,JOL,13.2981° N,76.0551° E
JOGBANI,JBN,26.3991° N,87.2569° E
JOGENDRANAGAR,JGNR,23.8114° N,91.3036° E
JOGESHVARI,JOS,19.1439° N,72.8428° E
JOGESWAR BIHAR,JGBR,23.7457° N,85.6262° E
JOGI MAGRA,JOM,26.6983° N,73.8191° E
JOGIARA,JGA,26.4111° N,85.7500° E
JOGIDIH,JGF,23.7991° N,86.2559° E
JOGIGHOPA,JPZ,26.2323° N,90.5707° E
JOGINDER NAGAR,JDNX,31.9912° N,76.7899° E
JOGIWALA,JGW,30.2858° N,78.0684° E
JOJWA,JJW,25.2151° N,75.0085° E
JOLARPETTAI,JTJ,12.5546° N,78.5734° E
JONE KARRANG,JYK,null,null
JONHA,JON,23.3728° N,85.6313° E
JORA ALAPUR,JPO,26.3446° N,77.8022° E
JORAI,JOQ,26.4561° N,89.8048° E
JORAMOW,JRW,24.2659° N,86.6467° E
JORANDA ROAD,JRZ,20.6232° N,85.6404° E
JORAVARNAGAR,JVN,22.7126° N,71.6383° E
JORAVASAN,JRS,20.7301° N,72.9663° E
JORHAT TOWN,JTTN,26.7509° N,94.2037° E
JORKIAN,JRKN,29.3058° N,75.0567° E
JOTANA,JTN,23.4707° N,72.2926° E
JOYCHANDI PAHAR,JOC,23.5246° N,86.6660° E
JUCHANDRA,JCNR,19.3564° N,72.8737° E
JUGAUR,JRR,27.0139° N,81.0341° E
JUGIJAN,JGJN,26.0394° N,92.8066° E
JUGPURA,JRG,21.6746° N,86.9061° E
JUHARPURA,JOH,28.1850° N,74.8478° E
JUJUMURA,JUJA,21.3060° N,84.0854° E
JUKEHI,JKE,24.0170° N,80.4346° E
JULANA,JNA,29.1230° N,76.4013° E
JULGAON DECCAN,JLG,null,null
JUMNAL,JML,15.9630° N,74.5361° E
JUNA RAJUVADIYA,JRV,21.8159° N,73.3528° E
JUNAGADH JN,JND,21.5222° N,70.4579° E
JUNAGARH ROAD,JNRD,null,null
JUNEHTA,JHT,null,null
JUNG BAHADURGNJ,JBG,27.7687° N,80.1734° E
JUNICHAVAND,JCN,21.3898° N,70.6856° E
JUNNOR DEO,JNO,22.1911° N,78.5965° E
JUTOGH,JTO,31.1010° N,77.1301° E
JUTURU,JUR,14.9107° N,78.0499° E
JWALAPUR,JWP,29.9268° N,78.1071° E
JWHRPUR KAMSAN,JWK,null,null
KABAKAPUTTUR,KBPR,12.7832° N,75.1615° E
KABRAI,KBR,25.3985° N,80.0032° E
KACHCHANVILAI,KCHV,8.5787° N,78.0212° E
KACHEGUDA,KCG,17.3901° N,78.4933° E
KACHEWANI,KWN,21.4419° N,79.9881° E
KACHHIA BRIDGE,KCO,27.9367° N,78.8593° E
KACHHIAA,KCU,23.6739° N,83.3415° E
KACHHPURA,KEQ,27.1824° N,78.0399° E
KACHHWA ROAD,KWH,25.2510° N,82.7071° E
KACHNA,KAU,25.8409° N,87.9604° E
KACHNARA,KHNR,24.1363° N,75.2601° E
KACHNARA ROAD,KCNR,null,null
KACHNARIA,KNRA,23.7302° N,76.6922° E
KACHUJOR,KOX,23.8420° N,87.4638° E
KADAKAVUR,KVU,8.6832° N,76.7710° E
KADAKOLA,KDO,12.1908° N,76.6658° E
KADALUNDI,KN,11.1360° N,75.8272° E
KADAMBANKULAM,KMBK,8.5199° N,77.7624° E
KADAMBATTUR,KBT,13.1019° N,79.8619° E
KADAMBUR,KDU,8.9966° N,77.8603° E
KADAMPURA,KDRA,26.1719° N,86.6279° E
KADARPUR,KDYA,28.3803° N,77.1054° E
KADAVAKUDURU,KVDU,15.7264° N,80.2558° E
KADAYANALLUR,KDNL,9.0779° N,77.3452° E
KADETHAN,KDTN,18.4964° N,74.4347° E
KADI,KADI,23.2973° N,72.3302° E
KADIPUR,KDQ,26.1670° N,82.3696° E
KADIRI,KRY,14.1130° N,78.1606° E
KADIYADRA,KADR,23.8865° N,73.0951° E
KADIYAM,KYM,16.9136° N,81.8183° E
KADLIMATTI,KLM,16.2345° N,75.7960° E
KADRIDEVARPALLI,KRYP,null,null
KADUR,DRU,13.5486° N,76.0084° E
KAFURPUR,KFPR,28.8697° N,78.3600° E
KAGANGARH,KAGR,null,null
KAGANKARAI,KEY,13.1705° N,80.1954° E
KAGWAD,KGWD,16.6915° N,74.7221° E
KAHALGAON,CLG,25.2627° N,87.2366° E
KAHET,KRAI,null,null
KAHILIYA,KH,27.7749° N,79.9602° E
KAIALSA,KIV,20.0238° N,75.1791° E
KAICHAR,KCY,23.5376° N,88.0118° E
KAIKALA,KKAE,22.8438° N,88.0876° E
KAIKALUR,KKLR,16.5527° N,81.2129° E
KAIKORAM,KKRM,16.8102° N,81.3647° E
KAILAHAT,KYT,25.1545° N,82.9475° E
KAILARAS,KQS,26.3014° N,77.6164° E
